Rating Date,Team,Division,Absolute Ranking
23/02/2023 (v7.0),Dallas Stars,CEN,10.0
23/02/2023 (v7.0),Detroit Red Wings,ATL,19.0
23/02/2023 (v7.0),Edmonton Oilers,PAC,8.0
23/02/2023 (v7.0),Florida Panthers,ATL,16.0
23/02/2023 (v7.0),Los Angeles Kings,PAC,13.0
23/02/2023 (v7.0),Minnesota Wild,CEN,14.0
23/02/2023 (v7.0),Montréal Canadiens,ATL,29.0
23/02/2023 (v7.0),Nashville Predators,CEN,20.0
23/02/2023 (v7.0),New Jersey Devils,MET,3.0
23/02/2023 (v7.0),New York Islanders,MET,15.0
23/02/2023 (v7.0),New York Rangers,MET,6.0
23/02/2023 (v7.0),Ottawa Senators,ATL,22.0
23/02/2023 (v7.0),Philadelphia Flyers,MET,24.0
23/02/2023 (v7.0),Pittsburgh Penguins,MET,21.0
23/02/2023 (v7.0),San Jose Sharks,PAC,28.0
23/02/2023 (v7.0),Seattle Kraken,PAC,9.0
23/02/2023 (v7.0),St. Louis Blues,CEN,25.0
23/02/2023 (v7.0),Tampa Bay Lightning,ATL,7.0
23/02/2023 (v7.0),Toronto Maple Leafs,ATL,4.0
23/02/2023 (v7.0),Vancouver Canucks,PAC,26.0
23/02/2023 (v7.0),Vegas Golden Knights,PAC,5.0
23/02/2023 (v7.0),Washington Capitals,MET,17.0
23/02/2023 (v7.0),Winnipeg Jets,CEN,12.0
