Rating Date,Team,Division,Offensive Rating
15/01/2023 (v6.5),Pittsburgh Penguins,MET,0.5391479007957636
15/01/2023 (v6.5),San Jose Sharks,PAC,0.31229700026917095
15/01/2023 (v6.5),Seattle Kraken,PAC,0.6242777513099504
15/01/2023 (v6.5),St. Louis Blues,CEN,0.3886048213900966
15/01/2023 (v6.5),Tampa Bay Lightning,ATL,0.829297046426642
15/01/2023 (v6.5),Toronto Maple Leafs,ATL,0.6654842674485836
15/01/2023 (v6.5),Vancouver Canucks,PAC,0.6229676390303629
15/01/2023 (v6.5),Vegas Golden Knights,PAC,0.6873156420802606
15/01/2023 (v6.5),Washington Capitals,MET,0.5279035471576888
15/01/2023 (v6.5),Winnipeg Jets,CEN,0.5885805907439037
29/01/2023 (v6.5),Anaheim Ducks,PAC,0.10070997020120337
29/01/2023 (v6.5),Arizona Coyotes,CEN,0.0757121095700572
29/01/2023 (v6.5),Boston Bruins,ATL,0.9098785375433286
29/01/2023 (v6.5),Buffalo Sabres,ATL,0.8620845041943218
29/01/2023 (v6.5),Calgary Flames,CEN,0.5827694978702792
29/01/2023 (v6.5),Carolina Hurricanes,MET,0.6479472339893113
29/01/2023 (v6.5),Chicago Blackhawks,CEN,0.07916163492824027
29/01/2023 (v6.5),Colorado Avalanche,CEN,0.5966475430749223
29/01/2023 (v6.5),Columbus Blue Jackets,MET,0.08200502997723724
29/01/2023 (v6.5),Dallas Stars,CEN,0.7392654449073731
29/01/2023 (v6.5),Detroit Red Wings,ATL,0.3077389616347663
29/01/2023 (v6.5),Edmonton Oilers,PAC,0.9070822695479006
29/01/2023 (v6.5),Florida Panthers,ATL,0.826861313241819
29/01/2023 (v6.5),Los Angeles Kings,PAC,0.6337042540486193
29/01/2023 (v6.5),Minnesota Wild,CEN,0.5053608017830915
29/01/2023 (v6.5),Montréal Canadiens,ATL,0.053126614918207055
29/01/2023 (v6.5),Nashville Predators,CEN,0.2589435289626068
29/01/2023 (v6.5),New Jersey Devils,MET,0.7713750083642025
29/01/2023 (v6.5),New York Islanders,MET,0.22576537621794918
29/01/2023 (v6.5),New York Rangers,MET,0.5966699280911724
29/01/2023 (v6.5),Ottawa Senators,ATL,0.5895351806653231
29/01/2023 (v6.5),Philadelphia Flyers,MET,0.17566830681773343
29/01/2023 (v6.5),Pittsburgh Penguins,MET,0.681509293128929
29/01/2023 (v6.5),San Jose Sharks,PAC,0.32492665530343207
29/01/2023 (v6.5),Seattle Kraken,PAC,0.606108741368514
29/01/2023 (v6.5),St. Louis Blues,CEN,0.3480646310050712
29/01/2023 (v6.5),Tampa Bay Lightning,ATL,0.8188254700707032
29/01/2023 (v6.5),Toronto Maple Leafs,ATL,0.7145546064949226
29/01/2023 (v6.5),Vancouver Canucks,PAC,0.5957677508619219
29/01/2023 (v6.5),Vegas Golden Knights,PAC,0.5711034267557774
29/01/2023 (v6.5),Washington Capitals,MET,0.5149159983188325
29/01/2023 (v6.5),Winnipeg Jets,CEN,0.4944301402259555
23/02/2023 (v7.0),Anaheim Ducks,PAC,0.0620025113337762
23/02/2023 (v7.0),Arizona Coyotes,CEN,0.20616085563733721
23/02/2023 (v7.0),Boston Bruins,ATL,0.8921610131417668
23/02/2023 (v7.0),Buffalo Sabres,ATL,0.8166628908177377
23/02/2023 (v7.0),Calgary Flames,CEN,0.40871689761453733
23/02/2023 (v7.0),Carolina Hurricanes,MET,0.7494119491804474
23/02/2023 (v7.0),Chicago Blackhawks,CEN,0.0781073338366551
23/02/2023 (v7.0),Colorado Avalanche,CEN,0.2867410525323666
23/02/2023 (v7.0),Columbus Blue Jackets,MET,0.2033641992397601
23/02/2023 (v7.0),Dallas Stars,CEN,0.5684480903813609
23/02/2023 (v7.0),Detroit Red Wings,ATL,0.295953871117016
23/02/2023 (v7.0),Edmonton Oilers,PAC,0.8322630490419698
23/02/2023 (v7.0),Florida Panthers,ATL,0.8741723376170661
23/02/2023 (v7.0),Los Angeles Kings,PAC,0.7679234334004597
23/02/2023 (v7.0),Minnesota Wild,CEN,0.4035755494086274
23/02/2023 (v7.0),Montréal Canadiens,ATL,0.21511292800540904
23/02/2023 (v7.0),Nashville Predators,CEN,0.15122962677185023
23/02/2023 (v7.0),New Jersey Devils,MET,0.7954795657823139
23/02/2023 (v7.0),New York Islanders,MET,0.5056287234637434
23/02/2023 (v7.0),New York Rangers,MET,0.832097654720243
23/02/2023 (v7.0),Ottawa Senators,ATL,0.42255304912017255
23/02/2023 (v7.0),Philadelphia Flyers,MET,0.15384701296875977
23/02/2023 (v7.0),Pittsburgh Penguins,MET,0.6049294472254383
23/02/2023 (v7.0),San Jose Sharks,PAC,0.45211806489930406
23/02/2023 (v7.0),Seattle Kraken,PAC,0.598216168542839
23/02/2023 (v7.0),St. Louis Blues,CEN,0.34881934183686814
23/02/2023 (v7.0),Tampa Bay Lightning,ATL,0.39947845457688463
23/02/2023 (v7.0),Toronto Maple Leafs,ATL,0.7363823332387078
23/02/2023 (v7.0),Vancouver Canucks,PAC,0.8806803002025161
23/02/2023 (v7.0),Vegas Golden Knights,PAC,0.7152082765457756
23/02/2023 (v7.0),Washington Capitals,MET,0.4425187869259292
23/02/2023 (v7.0),Winnipeg Jets,CEN,0.22253063039179566
