Rating Date,Team,Division,Average Ranking
29/01/2023 (v6.5),Minnesota Wild,CEN,17.933333333333334
29/01/2023 (v6.5),Montréal Canadiens,ATL,26.0
29/01/2023 (v6.5),Nashville Predators,CEN,22.8
29/01/2023 (v6.5),New Jersey Devils,MET,6.666666666666667
29/01/2023 (v6.5),New York Islanders,MET,10.866666666666667
29/01/2023 (v6.5),New York Rangers,MET,10.533333333333333
29/01/2023 (v6.5),Ottawa Senators,ATL,20.6
29/01/2023 (v6.5),Philadelphia Flyers,MET,21.333333333333332
29/01/2023 (v6.5),Pittsburgh Penguins,MET,11.6
29/01/2023 (v6.5),San Jose Sharks,PAC,27.6
29/01/2023 (v6.5),Seattle Kraken,PAC,12.733333333333333
29/01/2023 (v6.5),St. Louis Blues,CEN,21.266666666666666
29/01/2023 (v6.5),Tampa Bay Lightning,ATL,9.0
29/01/2023 (v6.5),Toronto Maple Leafs,ATL,6.733333333333333
29/01/2023 (v6.5),Vancouver Canucks,PAC,24.533333333333335
29/01/2023 (v6.5),Vegas Golden Knights,PAC,11.666666666666666
29/01/2023 (v6.5),Washington Capitals,MET,14.2
29/01/2023 (v6.5),Winnipeg Jets,CEN,11.0
23/02/2023 (v7.0),Anaheim Ducks,PAC,31.533333333333335
23/02/2023 (v7.0),Arizona Coyotes,CEN,26.133333333333333
23/02/2023 (v7.0),Boston Bruins,ATL,1.6666666666666667
23/02/2023 (v7.0),Buffalo Sabres,ATL,17.2
23/02/2023 (v7.0),Calgary Flames,CEN,11.933333333333334
23/02/2023 (v7.0),Carolina Hurricanes,MET,7.333333333333333
23/02/2023 (v7.0),Chicago Blackhawks,CEN,28.6
23/02/2023 (v7.0),Colorado Avalanche,CEN,14.866666666666667
23/02/2023 (v7.0),Columbus Blue Jackets,MET,29.533333333333335
23/02/2023 (v7.0),Dallas Stars,CEN,5.933333333333334
23/02/2023 (v7.0),Detroit Red Wings,ATL,20.733333333333334
23/02/2023 (v7.0),Edmonton Oilers,PAC,11.333333333333334
23/02/2023 (v7.0),Florida Panthers,ATL,17.933333333333334
23/02/2023 (v7.0),Los Angeles Kings,PAC,17.133333333333333
23/02/2023 (v7.0),Minnesota Wild,CEN,18.333333333333332
23/02/2023 (v7.0),Montréal Canadiens,ATL,26.066666666666666
23/02/2023 (v7.0),Nashville Predators,CEN,23.4
23/02/2023 (v7.0),New Jersey Devils,MET,5.266666666666667
23/02/2023 (v7.0),New York Islanders,MET,10.533333333333333
23/02/2023 (v7.0),New York Rangers,MET,10.8
23/02/2023 (v7.0),Ottawa Senators,ATL,20.533333333333335
23/02/2023 (v7.0),Philadelphia Flyers,MET,20.933333333333334
23/02/2023 (v7.0),Pittsburgh Penguins,MET,12.066666666666666
23/02/2023 (v7.0),San Jose Sharks,PAC,27.666666666666668
23/02/2023 (v7.0),Seattle Kraken,PAC,11.4
23/02/2023 (v7.0),St. Louis Blues,CEN,22.466666666666665
23/02/2023 (v7.0),Tampa Bay Lightning,ATL,9.066666666666666
23/02/2023 (v7.0),Toronto Maple Leafs,ATL,6.333333333333333
23/02/2023 (v7.0),Vancouver Canucks,PAC,25.133333333333333
23/02/2023 (v7.0),Vegas Golden Knights,PAC,11.2
23/02/2023 (v7.0),Washington Capitals,MET,14.333333333333334
23/02/2023 (v7.0),Winnipeg Jets,CEN,10.6
26/02/2023 (v7.0),Anaheim Ducks,PAC,31.5625
26/02/2023 (v7.0),Arizona Coyotes,CEN,26.4375
26/02/2023 (v7.0),Boston Bruins,ATL,1.625
26/02/2023 (v7.0),Buffalo Sabres,ATL,17.3125
26/02/2023 (v7.0),Calgary Flames,CEN,12.4375
26/02/2023 (v7.0),Carolina Hurricanes,MET,7.0
26/02/2023 (v7.0),Chicago Blackhawks,CEN,28.6875
26/02/2023 (v7.0),Colorado Avalanche,CEN,15.25
26/02/2023 (v7.0),Columbus Blue Jackets,MET,29.4375
26/02/2023 (v7.0),Dallas Stars,CEN,6.3125
26/02/2023 (v7.0),Detroit Red Wings,ATL,20.0
26/02/2023 (v7.0),Edmonton Oilers,PAC,11.5
26/02/2023 (v7.0),Florida Panthers,ATL,17.5
26/02/2023 (v7.0),Los Angeles Kings,PAC,16.875
26/02/2023 (v7.0),Minnesota Wild,CEN,17.8125
26/02/2023 (v7.0),Montréal Canadiens,ATL,25.9375
26/02/2023 (v7.0),Nashville Predators,CEN,22.875
26/02/2023 (v7.0),New Jersey Devils,MET,5.125
26/02/2023 (v7.0),New York Islanders,MET,10.875
26/02/2023 (v7.0),New York Rangers,MET,10.4375
26/02/2023 (v7.0),Ottawa Senators,ATL,20.8125
26/02/2023 (v7.0),Philadelphia Flyers,MET,21.25
26/02/2023 (v7.0),Pittsburgh Penguins,MET,12.375
26/02/2023 (v7.0),San Jose Sharks,PAC,27.625
26/02/2023 (v7.0),Seattle Kraken,PAC,11.1875
26/02/2023 (v7.0),St. Louis Blues,CEN,22.875
26/02/2023 (v7.0),Tampa Bay Lightning,ATL,8.875
26/02/2023 (v7.0),Toronto Maple Leafs,ATL,6.375
26/02/2023 (v7.0),Vancouver Canucks,PAC,25.0
26/02/2023 (v7.0),Vegas Golden Knights,PAC,10.75
26/02/2023 (v7.0),Washington Capitals,MET,14.8125
26/02/2023 (v7.0),Winnipeg Jets,CEN,11.0625
