Rating Date,Team,Division,Strength of Schedule
13/11/2022 (v6.2),Los Angeles Kings,PAC,0.699781490544144
13/11/2022 (v6.2),Minnesota Wild,CEN,0.14608000739934673
13/11/2022 (v6.2),Montréal Canadiens,ATL,0.28551275873592763
13/11/2022 (v6.2),Nashville Predators,CEN,0.4319673599331566
13/11/2022 (v6.2),New Jersey Devils,MET,0.9727618143885575
13/11/2022 (v6.2),New York Islanders,MET,0.9562906444580874
13/11/2022 (v6.2),New York Rangers,MET,0.17592141638976058
13/11/2022 (v6.2),Ottawa Senators,ATL,0.5966118423958426
13/11/2022 (v6.2),Philadelphia Flyers,MET,0.6713718609624841
13/11/2022 (v6.2),Pittsburgh Penguins,MET,0.20756506169430386
13/11/2022 (v6.2),San Jose Sharks,PAC,0.231054750640469
13/11/2022 (v6.2),Seattle Kraken,PAC,0.9293852535195477
13/11/2022 (v6.2),St. Louis Blues,CEN,0.1703536844931431
13/11/2022 (v6.2),Tampa Bay Lightning,ATL,0.31690169066872775
13/11/2022 (v6.2),Toronto Maple Leafs,ATL,0.6105415848021114
13/11/2022 (v6.2),Vancouver Canucks,PAC,0.13438690306678844
13/11/2022 (v6.2),Vegas Golden Knights,PAC,0.7703180961256246
13/11/2022 (v6.2),Washington Capitals,MET,0.34716748296589695
13/11/2022 (v6.2),Winnipeg Jets,CEN,0.8672501701541503
27/11/2022 (v6.2),Anaheim Ducks,PAC,0.033947304702487746
27/11/2022 (v6.2),Arizona Coyotes,CEN,0.39896834289550853
27/11/2022 (v6.2),Boston Bruins,ATL,0.980081215967039
27/11/2022 (v6.2),Buffalo Sabres,ATL,0.5542053094279746
27/11/2022 (v6.2),Calgary Flames,CEN,0.38629122159216694
27/11/2022 (v6.2),Carolina Hurricanes,MET,0.18581975616189514
27/11/2022 (v6.2),Chicago Blackhawks,CEN,0.05058047328419043
27/11/2022 (v6.2),Colorado Avalanche,CEN,0.7482233226516982
27/11/2022 (v6.2),Columbus Blue Jackets,MET,0.39848646357977596
27/11/2022 (v6.2),Dallas Stars,CEN,0.5256525823665134
27/11/2022 (v6.2),Detroit Red Wings,ATL,0.20655895722448875
27/11/2022 (v6.2),Edmonton Oilers,PAC,0.9183528122150544
27/11/2022 (v6.2),Florida Panthers,ATL,0.3540996848901681
27/11/2022 (v6.2),Los Angeles Kings,PAC,0.5117746338796099
27/11/2022 (v6.2),Minnesota Wild,CEN,0.17884569174887002
27/11/2022 (v6.2),Montréal Canadiens,ATL,0.1312316719625496
27/11/2022 (v6.2),Nashville Predators,CEN,0.395463267455674
27/11/2022 (v6.2),New Jersey Devils,MET,0.9865754723927658
27/11/2022 (v6.2),New York Islanders,MET,0.9548587758648724
27/11/2022 (v6.2),New York Rangers,MET,0.14119480836329737
27/11/2022 (v6.2),Ottawa Senators,ATL,0.3915828961580923
27/11/2022 (v6.2),Philadelphia Flyers,MET,0.18618406448090855
27/11/2022 (v6.2),Pittsburgh Penguins,MET,0.39306946515376834
27/11/2022 (v6.2),San Jose Sharks,PAC,0.2709294170562082
27/11/2022 (v6.2),Seattle Kraken,PAC,0.9309624434545666
27/11/2022 (v6.2),St. Louis Blues,CEN,0.24246482338192216
27/11/2022 (v6.2),Tampa Bay Lightning,ATL,0.7547389909192767
27/11/2022 (v6.2),Toronto Maple Leafs,ATL,0.834713053082799
27/11/2022 (v6.2),Vancouver Canucks,PAC,0.548825443366254
27/11/2022 (v6.2),Vegas Golden Knights,PAC,0.519165304534653
27/11/2022 (v6.2),Washington Capitals,MET,0.3068694412708614
27/11/2022 (v6.2),Winnipeg Jets,CEN,0.7664163198430509
04/12/2022 (v6.2),Anaheim Ducks,PAC,0.02536774924998399
04/12/2022 (v6.2),Arizona Coyotes,CEN,0.25386369643465573
04/12/2022 (v6.2),Boston Bruins,ATL,0.9896987949480833
04/12/2022 (v6.2),Buffalo Sabres,ATL,0.3961830261047667
04/12/2022 (v6.2),Calgary Flames,CEN,0.5472992160203288
04/12/2022 (v6.2),Carolina Hurricanes,MET,0.39250383182749043
04/12/2022 (v6.2),Chicago Blackhawks,CEN,0.07955600104766872
04/12/2022 (v6.2),Colorado Avalanche,CEN,0.6853972781839913
04/12/2022 (v6.2),Columbus Blue Jackets,MET,0.45625374357928544
04/12/2022 (v6.2),Dallas Stars,CEN,0.5898246193409789
04/12/2022 (v6.2),Detroit Red Wings,ATL,0.13432846685555971
04/12/2022 (v6.2),Edmonton Oilers,PAC,0.8878084055330773
04/12/2022 (v6.2),Florida Panthers,ATL,0.4223529785398179
04/12/2022 (v6.2),Los Angeles Kings,PAC,0.4028408383705696
04/12/2022 (v6.2),Minnesota Wild,CEN,0.24485973122852026
04/12/2022 (v6.2),Montréal Canadiens,ATL,0.16457163914553372
04/12/2022 (v6.2),Nashville Predators,CEN,0.5421480350067506
04/12/2022 (v6.2),New Jersey Devils,MET,0.9865185207408439
04/12/2022 (v6.2),New York Islanders,MET,0.9133995283107189
04/12/2022 (v6.2),New York Rangers,MET,0.12000862530070329
04/12/2022 (v6.2),Ottawa Senators,ATL,0.40725943383693514
04/12/2022 (v6.2),Philadelphia Flyers,MET,0.20908285858253473
04/12/2022 (v6.2),Pittsburgh Penguins,MET,0.5958946978915923
04/12/2022 (v6.2),San Jose Sharks,PAC,0.2207071849735099
04/12/2022 (v6.2),Seattle Kraken,PAC,0.908704072739737
04/12/2022 (v6.2),St. Louis Blues,CEN,0.15933226360440836
04/12/2022 (v6.2),Tampa Bay Lightning,ATL,0.7977181130764796
04/12/2022 (v6.2),Toronto Maple Leafs,ATL,0.7959061078503186
04/12/2022 (v6.2),Vancouver Canucks,PAC,0.38365690047248546
04/12/2022 (v6.2),Vegas Golden Knights,PAC,0.4857510377449679
04/12/2022 (v6.2),Washington Capitals,MET,0.25042816895917663
04/12/2022 (v6.2),Winnipeg Jets,CEN,0.8288329986409616
11/12/2022 (v6.4),Anaheim Ducks,PAC,0.02201177634496001
11/12/2022 (v6.4),Arizona Coyotes,CEN,0.32974563726305295
11/12/2022 (v6.4),Boston Bruins,ATL,0.9919052435260283
11/12/2022 (v6.4),Buffalo Sabres,ATL,0.24799630066593187
11/12/2022 (v6.4),Calgary Flames,CEN,0.7109337629915023
11/12/2022 (v6.4),Carolina Hurricanes,MET,0.5218469788024772
11/12/2022 (v6.4),Chicago Blackhawks,CEN,0.04639280799472608
11/12/2022 (v6.4),Colorado Avalanche,CEN,0.5071193235416634
11/12/2022 (v6.4),Columbus Blue Jackets,MET,0.3149984655258871
11/12/2022 (v6.4),Dallas Stars,CEN,0.782670242871241
11/12/2022 (v6.4),Detroit Red Wings,ATL,0.15221270501366957
11/12/2022 (v6.4),Edmonton Oilers,PAC,0.8507906683684001
11/12/2022 (v6.4),Florida Panthers,ATL,0.3715126969048323
11/12/2022 (v6.4),Los Angeles Kings,PAC,0.43587949652198765
11/12/2022 (v6.4),Minnesota Wild,CEN,0.15396741099821457
11/12/2022 (v6.4),Montréal Canadiens,ATL,0.2572046368867294
11/12/2022 (v6.4),Nashville Predators,CEN,0.32544905317594314
11/12/2022 (v6.4),New Jersey Devils,MET,0.9613699691467005
11/12/2022 (v6.4),New York Islanders,MET,0.8555039098993855
11/12/2022 (v6.4),New York Rangers,MET,0.5196114845812252
11/12/2022 (v6.4),Ottawa Senators,ATL,0.2581217523263749
11/12/2022 (v6.4),Philadelphia Flyers,MET,0.24516582036236226
11/12/2022 (v6.4),Pittsburgh Penguins,MET,0.7282072868311407
11/12/2022 (v6.4),San Jose Sharks,PAC,0.1189454215308514
11/12/2022 (v6.4),Seattle Kraken,PAC,0.7896839531498038
11/12/2022 (v6.4),St. Louis Blues,CEN,0.20756015346012707
11/12/2022 (v6.4),Tampa Bay Lightning,ATL,0.8290633425207565
11/12/2022 (v6.4),Toronto Maple Leafs,ATL,0.9150414824315898
11/12/2022 (v6.4),Vancouver Canucks,PAC,0.2612872576031237
11/12/2022 (v6.4),Vegas Golden Knights,PAC,0.42161108916611106
11/12/2022 (v6.4),Washington Capitals,MET,0.4347888751374699
11/12/2022 (v6.4),Winnipeg Jets,CEN,0.9141187117752083
18/12/2022 (v6.4),Anaheim Ducks,PAC,0.025036981757908024
18/12/2022 (v6.4),Arizona Coyotes,CEN,0.389083542982327
18/12/2022 (v6.4),Boston Bruins,ATL,0.9909894081268029
18/12/2022 (v6.4),Buffalo Sabres,ATL,0.4473347035111426
18/12/2022 (v6.4),Calgary Flames,CEN,0.6141954299524667
18/12/2022 (v6.4),Carolina Hurricanes,MET,0.6736016529753155
18/12/2022 (v6.4),Chicago Blackhawks,CEN,0.02880796679027886
18/12/2022 (v6.4),Colorado Avalanche,CEN,0.5581009486288961
18/12/2022 (v6.4),Columbus Blue Jackets,MET,0.22231841279222664
18/12/2022 (v6.4),Dallas Stars,CEN,0.8423309570811622
18/12/2022 (v6.4),Detroit Red Wings,ATL,0.10291839912088524
18/12/2022 (v6.4),Edmonton Oilers,PAC,0.789467577321115
18/12/2022 (v6.4),Florida Panthers,ATL,0.4500097191841186
18/12/2022 (v6.4),Los Angeles Kings,PAC,0.33170093043931836
18/12/2022 (v6.4),Minnesota Wild,CEN,0.2376345970914908
18/12/2022 (v6.4),Montréal Canadiens,ATL,0.1585633595478735
18/12/2022 (v6.4),Nashville Predators,CEN,0.20107062116508245
18/12/2022 (v6.4),New Jersey Devils,MET,0.9093813615763596
18/12/2022 (v6.4),New York Islanders,MET,0.8753548400383491
18/12/2022 (v6.4),New York Rangers,MET,0.7133721760620135
18/12/2022 (v6.4),Ottawa Senators,ATL,0.30871799101966035
18/12/2022 (v6.4),Philadelphia Flyers,MET,0.2752936240395517
18/12/2022 (v6.4),Pittsburgh Penguins,MET,0.8799415778328002
18/12/2022 (v6.4),San Jose Sharks,PAC,0.09301459748624216
18/12/2022 (v6.4),Seattle Kraken,PAC,0.7611637757349546
18/12/2022 (v6.4),St. Louis Blues,CEN,0.25065208593440697
18/12/2022 (v6.4),Tampa Bay Lightning,ATL,0.8637769450193202
18/12/2022 (v6.4),Toronto Maple Leafs,ATL,0.8767844378663382
18/12/2022 (v6.4),Vancouver Canucks,PAC,0.19424566452335615
18/12/2022 (v6.4),Vegas Golden Knights,PAC,0.3986400610494133
18/12/2022 (v6.4),Washington Capitals,MET,0.6346805725896021
18/12/2022 (v6.4),Winnipeg Jets,CEN,0.8256787813238492
24/12/2022 (v6.5),Anaheim Ducks,PAC,0.026835357320438534
24/12/2022 (v6.5),Arizona Coyotes,CEN,0.3410448592916702
24/12/2022 (v6.5),Boston Bruins,ATL,0.994403748996688
24/12/2022 (v6.5),Buffalo Sabres,ATL,0.521373700493943
24/12/2022 (v6.5),Calgary Flames,CEN,0.5780986033296004
24/12/2022 (v6.5),Carolina Hurricanes,MET,0.8610283658342557
24/12/2022 (v6.5),Chicago Blackhawks,CEN,0.03452673067699285
24/12/2022 (v6.5),Colorado Avalanche,CEN,0.47741988701455845
24/12/2022 (v6.5),Columbus Blue Jackets,MET,0.17194956394937777
24/12/2022 (v6.5),Dallas Stars,CEN,0.7838622084018866
24/12/2022 (v6.5),Detroit Red Wings,ATL,0.17657316731390024
24/12/2022 (v6.5),Edmonton Oilers,PAC,0.8265171537314254
24/12/2022 (v6.5),Florida Panthers,ATL,0.36886420523951957
24/12/2022 (v6.5),Los Angeles Kings,PAC,0.3553766033290838
24/12/2022 (v6.5),Minnesota Wild,CEN,0.2508087818940414
24/12/2022 (v6.5),Montréal Canadiens,ATL,0.1459468256577675
24/12/2022 (v6.5),Nashville Predators,CEN,0.2201978646261431
24/12/2022 (v6.5),New Jersey Devils,MET,0.8766687517069174
24/12/2022 (v6.5),New York Islanders,MET,0.8328484534401281
24/12/2022 (v6.5),New York Rangers,MET,0.7277243563111684
24/12/2022 (v6.5),Ottawa Senators,ATL,0.2518626140050059
24/12/2022 (v6.5),Philadelphia Flyers,MET,0.324644176820848
24/12/2022 (v6.5),Pittsburgh Penguins,MET,0.8719020738453794
24/12/2022 (v6.5),San Jose Sharks,PAC,0.09819012025522017
24/12/2022 (v6.5),Seattle Kraken,PAC,0.8200668051272143
24/12/2022 (v6.5),St. Louis Blues,CEN,0.23680724499636663
24/12/2022 (v6.5),Tampa Bay Lightning,ATL,0.7492869867809538
24/12/2022 (v6.5),Toronto Maple Leafs,ATL,0.9247464074798256
24/12/2022 (v6.5),Vancouver Canucks,PAC,0.22884978962014013
24/12/2022 (v6.5),Vegas Golden Knights,PAC,0.3507048639343869
24/12/2022 (v6.5),Washington Capitals,MET,0.6792526802874757
24/12/2022 (v6.5),Winnipeg Jets,CEN,0.6195289749361936
27/12/2022 (v6.5),Anaheim Ducks,PAC,0.02636303234081305
27/12/2022 (v6.5),Arizona Coyotes,CEN,0.4461847285756309
27/12/2022 (v6.5),Boston Bruins,ATL,0.9931793595625714
27/12/2022 (v6.5),Buffalo Sabres,ATL,0.4962759840467878
27/12/2022 (v6.5),Calgary Flames,CEN,0.5521594954486356
27/12/2022 (v6.5),Carolina Hurricanes,MET,0.859095913209631
27/12/2022 (v6.5),Chicago Blackhawks,CEN,0.033733782220408695
27/12/2022 (v6.5),Colorado Avalanche,CEN,0.4534126242951497
27/12/2022 (v6.5),Columbus Blue Jackets,MET,0.16311137294043934
27/12/2022 (v6.5),Dallas Stars,CEN,0.8047991045624133
27/12/2022 (v6.5),Detroit Red Wings,ATL,0.1674452248571172
27/12/2022 (v6.5),Edmonton Oilers,PAC,0.8719317300872103
27/12/2022 (v6.5),Florida Panthers,ATL,0.3489599258397274
27/12/2022 (v6.5),Los Angeles Kings,PAC,0.3361041636442266
27/12/2022 (v6.5),Minnesota Wild,CEN,0.34504891020362577
27/12/2022 (v6.5),Montréal Canadiens,ATL,0.13874191734111166
27/12/2022 (v6.5),Nashville Predators,CEN,0.20837130509959387
27/12/2022 (v6.5),New Jersey Devils,MET,0.8604308433744369
27/12/2022 (v6.5),New York Islanders,MET,0.8772411148689551
27/12/2022 (v6.5),New York Rangers,MET,0.7032026429236045
27/12/2022 (v6.5),Ottawa Senators,ATL,0.25122862222851156
27/12/2022 (v6.5),Philadelphia Flyers,MET,0.30689789293258746
27/12/2022 (v6.5),Pittsburgh Penguins,MET,0.8552603730493257
27/12/2022 (v6.5),San Jose Sharks,PAC,0.09394015453703067
27/12/2022 (v6.5),Seattle Kraken,PAC,0.7996895839735919
27/12/2022 (v6.5),St. Louis Blues,CEN,0.234106284561031
27/12/2022 (v6.5),Tampa Bay Lightning,ATL,0.7254788521550617
27/12/2022 (v6.5),Toronto Maple Leafs,ATL,0.9212627920858476
27/12/2022 (v6.5),Vancouver Canucks,PAC,0.21649912680122863
27/12/2022 (v6.5),Vegas Golden Knights,PAC,0.3316568334171418
27/12/2022 (v6.5),Washington Capitals,MET,0.754138004307446
27/12/2022 (v6.5),Winnipeg Jets,CEN,0.5934190511819939
29/12/2022 (v6.5),Anaheim Ducks,PAC,0.026639054999598042
29/12/2022 (v6.5),Arizona Coyotes,CEN,0.42701023602046373
29/12/2022 (v6.5),Boston Bruins,ATL,0.9944821956756562
29/12/2022 (v6.5),Buffalo Sabres,ATL,0.5217346322525649
29/12/2022 (v6.5),Calgary Flames,CEN,0.6059067798374022
29/12/2022 (v6.5),Carolina Hurricanes,MET,0.8501582341579704
29/12/2022 (v6.5),Chicago Blackhawks,CEN,0.03216015780997247
29/12/2022 (v6.5),Colorado Avalanche,CEN,0.4368738587826094
29/12/2022 (v6.5),Columbus Blue Jackets,MET,0.17154205885954096
29/12/2022 (v6.5),Dallas Stars,CEN,0.7937890045309234
29/12/2022 (v6.5),Detroit Red Wings,ATL,0.18525681272385178
29/12/2022 (v6.5),Edmonton Oilers,PAC,0.8645800336792268
29/12/2022 (v6.5),Florida Panthers,ATL,0.3688238978592256
29/12/2022 (v6.5),Los Angeles Kings,PAC,0.44640742631180946
29/12/2022 (v6.5),Minnesota Wild,CEN,0.3308290663349455
29/12/2022 (v6.5),Montréal Canadiens,ATL,0.13271428725835335
29/12/2022 (v6.5),Nashville Predators,CEN,0.19855142558531857
29/12/2022 (v6.5),New Jersey Devils,MET,0.8524241692397783
29/12/2022 (v6.5),New York Islanders,MET,0.8719611262004704
29/12/2022 (v6.5),New York Rangers,MET,0.6913058220124085
29/12/2022 (v6.5),Ottawa Senators,ATL,0.24060869502276536
29/12/2022 (v6.5),Philadelphia Flyers,MET,0.3244947872311876
29/12/2022 (v6.5),Pittsburgh Penguins,MET,0.8219477152564891
29/12/2022 (v6.5),San Jose Sharks,PAC,0.09000593462295714
29/12/2022 (v6.5),Seattle Kraken,PAC,0.7872912235066342
29/12/2022 (v6.5),St. Louis Blues,CEN,0.22485153598985846
29/12/2022 (v6.5),Tampa Bay Lightning,ATL,0.7517323089230122
29/12/2022 (v6.5),Toronto Maple Leafs,ATL,0.9159765810208476
29/12/2022 (v6.5),Vancouver Canucks,PAC,0.22919784005797209
29/12/2022 (v6.5),Vegas Golden Knights,PAC,0.29488663542526933
29/12/2022 (v6.5),Washington Capitals,MET,0.745248537044606
29/12/2022 (v6.5),Winnipeg Jets,CEN,0.5789387244959462
01/01/2023 (v6.5),Anaheim Ducks,PAC,0.027492471268159107
01/01/2023 (v6.5),Arizona Coyotes,CEN,0.5093184969355187
01/01/2023 (v6.5),Boston Bruins,ATL,0.9925560179682404
01/01/2023 (v6.5),Buffalo Sabres,ATL,0.541725223740621
01/01/2023 (v6.5),Calgary Flames,CEN,0.6202721364249493
01/01/2023 (v6.5),Carolina Hurricanes,MET,0.8553432068840623
01/01/2023 (v6.5),Chicago Blackhawks,CEN,0.029394243550942046
01/01/2023 (v6.5),Colorado Avalanche,CEN,0.37813004032902975
01/01/2023 (v6.5),Columbus Blue Jackets,MET,0.1633114481494311
01/01/2023 (v6.5),Dallas Stars,CEN,0.8064978253214053
01/01/2023 (v6.5),Detroit Red Wings,ATL,0.20382434908418084
01/01/2023 (v6.5),Edmonton Oilers,PAC,0.8686533253699963
01/01/2023 (v6.5),Florida Panthers,ATL,0.32875214364378186
01/01/2023 (v6.5),Los Angeles Kings,PAC,0.4011201927774229
01/01/2023 (v6.5),Minnesota Wild,CEN,0.3453538746446148
01/01/2023 (v6.5),Montréal Canadiens,ATL,0.11791114695934037
01/01/2023 (v6.5),Nashville Predators,CEN,0.18658556714057392
01/01/2023 (v6.5),New Jersey Devils,MET,0.8685415277484015
01/01/2023 (v6.5),New York Islanders,MET,0.8622901277183159
01/01/2023 (v6.5),New York Rangers,MET,0.7065651082637239
01/01/2023 (v6.5),Ottawa Senators,ATL,0.27338210300373106
01/01/2023 (v6.5),Philadelphia Flyers,MET,0.35965950508801575
01/01/2023 (v6.5),Pittsburgh Penguins,MET,0.7935244564259043
01/01/2023 (v6.5),San Jose Sharks,PAC,0.08554922147610995
01/01/2023 (v6.5),Seattle Kraken,PAC,0.8408622796616332
01/01/2023 (v6.5),St. Louis Blues,CEN,0.2119254944878947
01/01/2023 (v6.5),Tampa Bay Lightning,ATL,0.7217068908996094
01/01/2023 (v6.5),Toronto Maple Leafs,ATL,0.9173661105706544
01/01/2023 (v6.5),Vancouver Canucks,PAC,0.19791574597203915
01/01/2023 (v6.5),Vegas Golden Knights,PAC,0.2943630897524146
01/01/2023 (v6.5),Washington Capitals,MET,0.7210948587995007
01/01/2023 (v6.5),Winnipeg Jets,CEN,0.6687209059002965
15/01/2023 (v6.5),Anaheim Ducks,PAC,0.0315238781051325
15/01/2023 (v6.5),Arizona Coyotes,CEN,0.2887340535072767
15/01/2023 (v6.5),Boston Bruins,ATL,0.9934332856131696
15/01/2023 (v6.5),Buffalo Sabres,ATL,0.44181872706620173
15/01/2023 (v6.5),Calgary Flames,CEN,0.7141856040091767
15/01/2023 (v6.5),Carolina Hurricanes,MET,0.7963050209384865
15/01/2023 (v6.5),Chicago Blackhawks,CEN,0.039154064291011405
15/01/2023 (v6.5),Colorado Avalanche,CEN,0.29860726035625434
15/01/2023 (v6.5),Columbus Blue Jackets,MET,0.11365069212813374
15/01/2023 (v6.5),Dallas Stars,CEN,0.7171237325413071
15/01/2023 (v6.5),Detroit Red Wings,ATL,0.25806462272778724
