Rating Date,Team,Division,Average Ranking
22/1/2022 (v4.5),Philadelphia Flyers,MET,19.600
22/1/2022 (v4.5),Pittsburgh Penguins,MET,13.533
22/1/2022 (v4.5),San Jose Sharks,PAC,17.333
22/1/2022 (v4.5),Seattle Kraken,PAC,28.067
22/1/2022 (v4.5),St. Louis Blues,CEN,7.800
22/1/2022 (v4.5),Tampa Bay Lightning,ATL,9.267
22/1/2022 (v4.5),Toronto Maple Leafs,ATL,5.733
22/1/2022 (v4.5),Vancouver Canucks,PAC,23.133
22/1/2022 (v4.5),Vegas Golden Knights,PAC,12.333
22/1/2022 (v4.5),Washington Capitals,MET,9.400
22/1/2022 (v4.5),Winnipeg Jets,CEN,15.933
29/1/2022 (v4.5),Anaheim Ducks,PAC,18.750
29/1/2022 (v4.5),Arizona Coyotes,CEN,31.250
29/1/2022 (v4.5),Boston Bruins,ATL,8.500
29/1/2022 (v4.5),Buffalo Sabres,ATL,26.938
29/1/2022 (v4.5),Calgary Flames,CEN,12.375
29/1/2022 (v4.5),Carolina Hurricanes,MET,1.313
29/1/2022 (v4.5),Chicago Blackhawks,CEN,28.438
29/1/2022 (v4.5),Colorado Avalanche,CEN,7.313
29/1/2022 (v4.5),Columbus Blue Jackets,MET,21.813
29/1/2022 (v4.5),Dallas Stars,CEN,18.688
29/1/2022 (v4.5),Detroit Red Wings,ATL,23.938
29/1/2022 (v4.5),Edmonton Oilers,PAC,10.250
29/1/2022 (v4.5),Florida Panthers,ATL,2.813
29/1/2022 (v4.5),Los Angeles Kings,PAC,18.813
29/1/2022 (v4.5),Minnesota Wild,CEN,9.625
29/1/2022 (v4.5),Montréal Canadiens,ATL,30.875
29/1/2022 (v4.5),Nashville Predators,CEN,13.875
29/1/2022 (v4.5),New Jersey Devils,MET,22.875
29/1/2022 (v4.5),New York Islanders,MET,20.438
29/1/2022 (v4.5),New York Rangers,MET,9.875
29/1/2022 (v4.5),Ottawa Senators,ATL,26.313
29/1/2022 (v4.5),Philadelphia Flyers,MET,20.250
29/1/2022 (v4.5),Pittsburgh Penguins,MET,13.125
29/1/2022 (v4.5),San Jose Sharks,PAC,17.438
29/1/2022 (v4.5),Seattle Kraken,PAC,28.063
29/1/2022 (v4.5),St. Louis Blues,CEN,7.813
29/1/2022 (v4.5),Tampa Bay Lightning,ATL,9.063
29/1/2022 (v4.5),Toronto Maple Leafs,ATL,5.625
29/1/2022 (v4.5),Vancouver Canucks,PAC,23.063
29/1/2022 (v4.5),Vegas Golden Knights,PAC,12.313
29/1/2022 (v4.5),Washington Capitals,MET,9.938
29/1/2022 (v4.5),Winnipeg Jets,CEN,16.250
