Rating Date,Team,Division,Rating Score
22/1/2022 (v4.5),New York Rangers,MET,0.692
22/1/2022 (v4.5),Ottawa Senators,ATL,0.288
22/1/2022 (v4.5),Philadelphia Flyers,MET,0.228
22/1/2022 (v4.5),Pittsburgh Penguins,MET,0.695
22/1/2022 (v4.5),San Jose Sharks,PAC,0.405
22/1/2022 (v4.5),Seattle Kraken,PAC,0.226
22/1/2022 (v4.5),St. Louis Blues,CEN,0.681
22/1/2022 (v4.5),Tampa Bay Lightning,ATL,0.676
22/1/2022 (v4.5),Toronto Maple Leafs,ATL,0.741
22/1/2022 (v4.5),Vancouver Canucks,PAC,0.401
22/1/2022 (v4.5),Vegas Golden Knights,PAC,0.577
22/1/2022 (v4.5),Washington Capitals,MET,0.509
22/1/2022 (v4.5),Winnipeg Jets,CEN,0.415
29/1/2022 (v4.5),Anaheim Ducks,PAC,0.496
29/1/2022 (v4.5),Arizona Coyotes,CEN,0.200
29/1/2022 (v4.5),Boston Bruins,ATL,0.700
29/1/2022 (v4.5),Buffalo Sabres,ATL,0.250
29/1/2022 (v4.5),Calgary Flames,CEN,0.513
29/1/2022 (v4.5),Carolina Hurricanes,MET,0.787
29/1/2022 (v4.5),Chicago Blackhawks,CEN,0.313
29/1/2022 (v4.5),Colorado Avalanche,CEN,0.768
29/1/2022 (v4.5),Columbus Blue Jackets,MET,0.348
29/1/2022 (v4.5),Dallas Stars,CEN,0.504
29/1/2022 (v4.5),Detroit Red Wings,ATL,0.318
29/1/2022 (v4.5),Edmonton Oilers,PAC,0.501
29/1/2022 (v4.5),Florida Panthers,ATL,0.752
29/1/2022 (v4.5),Los Angeles Kings,PAC,0.498
29/1/2022 (v4.5),Minnesota Wild,CEN,0.662
29/1/2022 (v4.5),Montreal Canadiens,ATL,0.141
29/1/2022 (v4.5),Nashville Predators,CEN,0.638
29/1/2022 (v4.5),New Jersey Devils,MET,0.267
29/1/2022 (v4.5),New York Islanders,MET,0.429
29/1/2022 (v4.5),New York Rangers,MET,0.650
29/1/2022 (v4.5),Ottawa Senators,ATL,0.314
29/1/2022 (v4.5),Philadelphia Flyers,MET,0.229
29/1/2022 (v4.5),Pittsburgh Penguins,MET,0.683
29/1/2022 (v4.5),San Jose Sharks,PAC,0.452
29/1/2022 (v4.5),Seattle Kraken,PAC,0.262
29/1/2022 (v4.5),St. Louis Blues,CEN,0.664
29/1/2022 (v4.5),Tampa Bay Lightning,ATL,0.684
29/1/2022 (v4.5),Toronto Maple Leafs,ATL,0.749
29/1/2022 (v4.5),Vancouver Canucks,PAC,0.352
29/1/2022 (v4.5),Vegas Golden Knights,PAC,0.565
29/1/2022 (v4.5),Washington Capitals,MET,0.488
29/1/2022 (v4.5),Winnipeg Jets,CEN,0.379
