Rating Date,Team,Division,Average Ranking
31/10/2022 (v6.0),Vegas Golden Knights,PAC,7.25
31/10/2022 (v6.0),Washington Capitals,MET,16.0
31/10/2022 (v6.0),Winnipeg Jets,CEN,17.5
06/11/2022 (v6.1),Anaheim Ducks,PAC,29.2
06/11/2022 (v6.1),Arizona Coyotes,CEN,26.6
06/11/2022 (v6.1),Boston Bruins,ATL,7.0
06/11/2022 (v6.1),Buffalo Sabres,ATL,12.6
06/11/2022 (v6.1),Calgary Flames,CEN,7.4
06/11/2022 (v6.1),Carolina Hurricanes,MET,8.4
06/11/2022 (v6.1),Chicago Blackhawks,CEN,24.0
06/11/2022 (v6.1),Colorado Avalanche,CEN,13.0
06/11/2022 (v6.1),Columbus Blue Jackets,MET,26.6
06/11/2022 (v6.1),Dallas Stars,CEN,6.6
06/11/2022 (v6.1),Detroit Red Wings,ATL,17.2
06/11/2022 (v6.1),Edmonton Oilers,PAC,10.6
06/11/2022 (v6.1),Florida Panthers,ATL,14.6
06/11/2022 (v6.1),Los Angeles Kings,PAC,19.4
06/11/2022 (v6.1),Minnesota Wild,CEN,20.4
06/11/2022 (v6.1),Montréal Canadiens,ATL,21.8
06/11/2022 (v6.1),Nashville Predators,CEN,21.4
06/11/2022 (v6.1),New Jersey Devils,MET,13.4
06/11/2022 (v6.1),New York Islanders,MET,13.8
06/11/2022 (v6.1),New York Rangers,MET,10.2
06/11/2022 (v6.1),Ottawa Senators,ATL,19.0
06/11/2022 (v6.1),Philadelphia Flyers,MET,12.0
06/11/2022 (v6.1),Pittsburgh Penguins,MET,15.0
06/11/2022 (v6.1),San Jose Sharks,PAC,28.2
06/11/2022 (v6.1),Seattle Kraken,PAC,20.2
06/11/2022 (v6.1),St. Louis Blues,CEN,14.0
06/11/2022 (v6.1),Tampa Bay Lightning,ATL,14.2
06/11/2022 (v6.1),Toronto Maple Leafs,ATL,14.4
06/11/2022 (v6.1),Vancouver Canucks,PAC,28.0
06/11/2022 (v6.1),Vegas Golden Knights,PAC,6.4
06/11/2022 (v6.1),Washington Capitals,MET,17.0
06/11/2022 (v6.1),Winnipeg Jets,CEN,15.4
07/11/2022 (v6.1),Anaheim Ducks,PAC,29.666666666666668
07/11/2022 (v6.1),Arizona Coyotes,CEN,26.333333333333332
07/11/2022 (v6.1),Boston Bruins,ATL,6.0
07/11/2022 (v6.1),Buffalo Sabres,ATL,11.666666666666666
07/11/2022 (v6.1),Calgary Flames,CEN,8.666666666666666
07/11/2022 (v6.1),Carolina Hurricanes,MET,9.666666666666666
07/11/2022 (v6.1),Chicago Blackhawks,CEN,24.0
07/11/2022 (v6.1),Colorado Avalanche,CEN,12.833333333333334
07/11/2022 (v6.1),Columbus Blue Jackets,MET,27.333333333333332
07/11/2022 (v6.1),Dallas Stars,CEN,6.333333333333333
07/11/2022 (v6.1),Detroit Red Wings,ATL,16.666666666666668
07/11/2022 (v6.1),Edmonton Oilers,PAC,9.5
07/11/2022 (v6.1),Florida Panthers,ATL,15.166666666666666
07/11/2022 (v6.1),Los Angeles Kings,PAC,18.333333333333332
07/11/2022 (v6.1),Minnesota Wild,CEN,20.5
07/11/2022 (v6.1),Montréal Canadiens,ATL,22.5
07/11/2022 (v6.1),Nashville Predators,CEN,22.5
07/11/2022 (v6.1),New Jersey Devils,MET,11.5
07/11/2022 (v6.1),New York Islanders,MET,12.833333333333334
07/11/2022 (v6.1),New York Rangers,MET,11.833333333333334
07/11/2022 (v6.1),Ottawa Senators,ATL,19.0
07/11/2022 (v6.1),Philadelphia Flyers,MET,12.833333333333334
07/11/2022 (v6.1),Pittsburgh Penguins,MET,16.166666666666668
07/11/2022 (v6.1),San Jose Sharks,PAC,28.333333333333332
07/11/2022 (v6.1),Seattle Kraken,PAC,17.833333333333332
07/11/2022 (v6.1),St. Louis Blues,CEN,16.666666666666668
07/11/2022 (v6.1),Tampa Bay Lightning,ATL,13.333333333333334
07/11/2022 (v6.1),Toronto Maple Leafs,ATL,13.833333333333334
07/11/2022 (v6.1),Vancouver Canucks,PAC,27.166666666666668
07/11/2022 (v6.1),Vegas Golden Knights,PAC,5.833333333333333
07/11/2022 (v6.1),Washington Capitals,MET,18.666666666666668
07/11/2022 (v6.1),Winnipeg Jets,CEN,14.5
